x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.1734326633839444,-0.131292679085949,-0.0717516236000859,-0.346154259899786,-0.451066151242263,-0.0983861626868029,-0.4754718063017367,-0.683721117889219,-0.1208661310318113,-0.5977065409069023,-0.7739564903810907,-0.1438938652099294,-0.1931656842714252,-0.9420586991693944,-0.0401609567997569,-0.2706460261967459,-1.271282499918843,-0.0837664818289427,-0.3111026587754245,-1.4789902736766216,-0.1251167433563947,-0.3379288383024094,-1.668885480146702,-0.1596312637525317,-0.0545413916168431,-0.997201799485908,-0.0511254115148698,-0.0536529957827526,-1.3933602808790682,-0.0775368567543411,-0.0416759681975879,-1.6477575456784763,-0.1072827262678284,-0.0291102848527983,-1.8589371627151356,-0.1326113694422914,0.072178619716,-0.9381713903597888,-0.0754165001634464,0.1016461094159045,-1.26054351186058,-0.1125506023627926,0.1253898849057404,-1.4692326836502754,-0.1393045131729388,0.1396744175994835,-1.6594753450579762,-0.1610260977421784,0.1829001836542127,-0.8025175966587929,-0.1084227792044019,0.236952885930318,-1.0184725203836584,-0.1414764447952339,0.2705398516722272,-1.1616309586999918,-0.150158271594287,0.2953592212582735,-1.3053226971674023,-0.1585327971645797,0
0.0,0.0,0.0,-0.1758685960036349,-0.1265987813744996,-0.0723767673516286,-0.3465888185593625,-0.4465642675507962,-0.0978660263680922,-0.4741185212671147,-0.6799428586047848,-0.1191758397951226,-0.5959502666308678,-0.7797061707566969,-0.1406287740284268,-0.1962474085858537,-0.9407429190714932,-0.0372241306407813,-0.2753868535305827,-1.2693212563462335,-0.0795239272180719,-0.3164140228801694,-1.4759823335754718,-0.1196067328114557,-0.343582963581375,-1.6642976292756118,-0.1530753643965381,-0.0569100803373889,-0.9972389032093965,-0.0477054785293272,-0.0575371084919865,-1.3950863192684082,-0.0735687748279372,-0.0469568233766314,-1.6509683910295307,-0.1031013755226456,-0.0355534346020833,-1.8619459520202095,-0.127857687048924,0.0702673861638114,-0.937600224700396,-0.0718617262584678,0.0984400807863511,-1.2596718925641308,-0.1098570552586779,0.1203316802908848,-1.4678789527915836,-0.1369374101441669,0.1332809327963087,-1.6586732201237258,-0.1582323052149322,0.1816785056227638,-0.8016756915890908,-0.1046712616832968,0.2348299155411646,-1.0187424067942508,-0.1392339226260596,0.2675463777166637,-1.1633298037746365,-0.1486380926379694,0.2915222932298992,-1.310313281586724,-0.156922272768172,0
0.0,0.0,0.0,-0.1715956479284099,-0.1344512454241661,-0.0730191324687631,-0.3418536866776032,-0.4521680215777313,-0.1018159180458429,-0.4714788573146339,-0.682217748639353,-0.1267019355460753,-0.5940628468551089,-0.7773707856943615,-0.1520106590698531,-0.190595916003678,-0.9434090580841382,-0.0411798689211897,-0.2668557415464511,-1.2724754242090086,-0.0865981424829954,-0.3077540589176596,-1.478551814884599,-0.1296286033058609,-0.3350693456749353,-1.667535584997903,-0.1653232881619118,-0.0536207503272856,-0.9971584676018443,-0.0529131895115075,-0.0532478459327459,-1.3921110536835066,-0.0822590086536561,-0.0425201884296317,-1.6461064960596103,-0.1150078793253248,-0.0308957428892001,-1.8591668328263524,-0.1423654944779618,0.0725309410263609,-0.9371758630805824,-0.0779737169816461,0.1000901541297869,-1.263551386806547,-0.1177272993696863,0.1223453243508102,-1.472901412533561,-0.1455417582771558,0.136007591169996,-1.665963376068124,-0.1677503154488617,0.1837495571260738,-0.8016309348233501,-0.1117407708979505,0.2362890600810773,-1.0214226821699357,-0.1462893407136867,0.2694934940935475,-1.1681109790071362,-0.1549940137979086,0.2948320208730988,-1.315535598608844,-0.1632040783866154,0
0.0,0.0,0.0,-0.1728035604126566,-0.1393422568744366,-0.0716966126383184,-0.3428928399797992,-0.4531810596382091,-0.1017084242672931,-0.4733024824329107,-0.6794406244768287,-0.1281936528269257,-0.5961107304973942,-0.7793410878163933,-0.1549802759220562,-0.188106030689957,-0.9470058508985044,-0.0405221960140286,-0.2619090613055859,-1.2774742639108765,-0.0866394575038409,-0.3035432878330102,-1.4818354592146346,-0.1304213763505431,-0.3321865988682757,-1.6708979442976757,-0.166493229173286,-0.0517770991611681,-0.9972540470521678,-0.0529480655031636,-0.0508665254585142,-1.3923466725538778,-0.0819044712499955,-0.0400703629938204,-1.6464231759922012,-0.1140462199310602,-0.0288100335441682,-1.8601119116602784,-0.1412917199315421,0.0738803117785847,-0.9343409403121896,-0.0787330785256908,0.1015658484009023,-1.2582490146021288,-0.1179721690102114,0.1242748301341593,-1.466367986454315,-0.1446320401979317,0.1379409557871333,-1.658342795363095,-0.1660608426665719,0.1848562217856162,-0.79694039265732,-0.1132059672866239,0.2378166987546965,-1.0200209496570398,-0.1473403409534552,0.2723348181962779,-1.1672612453841211,-0.1554397028356843,0.2991219412989326,-1.315145910807919,-0.163064877582168,0
0.0,0.0,0.0,-0.1746332000895397,-0.1399191322121612,-0.0714275652093928,-0.3450575103351326,-0.4502950112709026,-0.101210055371385,-0.4754932723437985,-0.6738220517634677,-0.1272240788941721,-0.5955883423040632,-0.7696701201768194,-0.1534818285478304,-0.1917504119313256,-0.9471969219979955,-0.0413383399158646,-0.2658059017982118,-1.2811322911822292,-0.0878294155159771,-0.3073934781174715,-1.487158139525529,-0.1317908552452991,-0.3358736166704554,-1.676850874653879,-0.1675975307576658,-0.0540088675705917,-0.9971284124781482,-0.0530845669903226,-0.0530323974190889,-1.3922381673723565,-0.0809647639120821,-0.0421988938438068,-1.6462950345035587,-0.1119582824000741,-0.0310485713885846,-1.8593886495958905,-0.1383555134524085,0.0726385563663334,-0.9338212399646444,-0.0782204137001184,0.1012681923228775,-1.2597243753964815,-0.1159614828451243,0.1248296896637774,-1.469471119373826,-0.141810412900634,0.1389482822637997,-1.6618389106202296,-0.1627493628785435,0.1841586415279789,-0.7960698201041051,-0.1120636110285894,0.237454225031316,-1.0204203006454955,-0.1452760409152133,0.2711057533605126,-1.16731458668778,-0.152885695607842,0.297367999176684,-1.3146903635620466,-0.1600061818695547,0
0.0,0.0,0.0,-0.1745940691305642,-0.1322580277755387,-0.0724289290290742,-0.3435930907162037,-0.4458636633700974,-0.1008004201970047,-0.4715430696833098,-0.6750926875780726,-0.1247330966669223,-0.5918240936544927,-0.7695055496942618,-0.1489838073972575,-0.1909924071152029,-0.944369452723264,-0.0420872568280146,-0.2662909665326667,-1.276211629677093,-0.0884545479254145,-0.3084340862643436,-1.483633940856502,-0.1320512595831811,-0.3363287263340307,-1.6761714835314652,-0.1676012247521253,-0.0530161119206901,-0.997219722550793,-0.0523652254127882,-0.0527707938099369,-1.3923745220774455,-0.0795787912631701,-0.043951840067524,-1.6443416589536215,-0.1090239146992449,-0.0350351436421852,-1.858572469051394,-0.133830556967959,0.0741118671064003,-0.9354579638998842,-0.0760889318321656,0.0997649950589573,-1.255658746966387,-0.1134830140083507,0.1214891876257086,-1.4656493272566256,-0.1384568403291922,0.1336318732893192,-1.6602509630558182,-0.1582897520398054,0.1862528483967387,-0.7993818826017935,-0.1085733569835857,0.2387547697116764,-1.0235596931432869,-0.141063745840711,0.2716847602911083,-1.1684359006997844,-0.147810734968241,0.2966772438474304,-1.3144944742518716,-0.1540106755245802,0
0.0,0.0,0.0,-0.1727654486055339,-0.1356332379944057,-0.0700480144682876,-0.3454438535641941,-0.4487968829798392,-0.0974542847733327,-0.4746573420742514,-0.6740301740331449,-0.1210386446752865,-0.5963440398010463,-0.7630726989082014,-0.1452797092183125,-0.1938290493407362,-0.9425178256783892,-0.0408188695580929,-0.2701355497849541,-1.2757421458434708,-0.0849701038221749,-0.3102912046385987,-1.4845540437688112,-0.1263594781366894,-0.3357287887045523,-1.6782411863169229,-0.1604404322166592,-0.0555659069805638,-0.997054517677824,-0.0528650996373721,-0.0576461379298844,-1.3960439999876828,-0.0798133488373894,-0.0478693570406912,-1.6541514162158215,-0.10898835947215,-0.035837937305679,-1.8719805470380904,-0.1335625402922141,0.0714782230154181,-0.9365167032360496,-0.0780304569018719,0.0974122604411656,-1.2581857789019175,-0.1159761669369423,0.1187273740344617,-1.4662247837454865,-0.141803052912032,0.13102505435411,-1.6581436418209192,-0.1621493450674029,0.1838579831844877,-0.8015691543751663,-0.11159595189022,0.2367000491932665,-1.0221537055401853,-0.1449062170323309,0.2691543450657747,-1.1666022367737865,-0.1523561232683893,0.2928582697561483,-1.3125197297367417,-0.1591896306404671,0
0.0,0.0,0.0,-0.1734975543374228,-0.1452793733932155,-0.0686978525578652,-0.3387878193897466,-0.4533096126095244,-0.095231753418973,-0.4628440915597385,-0.6750997769412781,-0.1183821521433583,-0.5773262142257353,-0.7778479625960031,-0.1414169055592873,-0.1885347906318314,-0.9489525439758753,-0.0374271505022446,-0.263264760735392,-1.2887222498873072,-0.0838344013018881,-0.3061795917561801,-1.4945423958079522,-0.1266954009131882,-0.335988142624733,-1.6825652589073523,-0.1600750373818012,-0.0526662079174881,-0.9974510054413506,-0.0481431437240079,-0.0495186881260282,-1.3981500859817322,-0.0723198870017676,-0.0395542835807719,-1.6545685718884229,-0.0982174262204389,-0.0297742019744254,-1.866214201558768,-0.1200323302654013,0.0727575695210548,-0.9350011681444136,-0.0725010804419605,0.1033783991676374,-1.2619685332379147,-0.1051769274213902,0.1265919623637062,-1.4716530910103196,-0.1254138384322619,0.1408690076397245,-1.6603669232370106,-0.1417128120096071,0.1838572130587662,-0.800173050523548,-0.1058541388490083,0.2389159101465638,-1.0238150717835337,-0.1339557472258802,0.2707770090172534,-1.16813186982911,-0.1374609672088266,0.2960482806126985,-1.3100783522862665,-0.1407592068837323,0
0.0,0.0,0.0,-0.1720041610349845,-0.1479045572668238,-0.0709768220252022,-0.3351313225908083,-0.4578821846397658,-0.0973967269163228,-0.4607266885106775,-0.6831875615667524,-0.1197312940924361,-0.574061932530922,-0.7857020537593626,-0.1416115676239684,-0.1882082051519658,-0.9470942560123315,-0.0391655077940773,-0.2570379015191205,-1.286606174035804,-0.0868827152183518,-0.2981583979476299,-1.4926982107731883,-0.130938268852704,-0.327007521119168,-1.6808406758515142,-0.1650916133906644,-0.0550413186725009,-0.997393127563216,-0.0466626438220004,-0.0494773617309019,-1.3960168240632769,-0.0706520596320747,-0.0390017051064572,-1.651546159662725,-0.0963644952466051,-0.0295730676499573,-1.8627801872577896,-0.117967834699588,0.0702430275835713,-0.9375909577631528,-0.0679151418428631,0.1033507895108196,-1.2562924456050837,-0.0995931626499217,0.1256080638803033,-1.4624186382486988,-0.1210002663757532,0.1388565371559937,-1.6488283942956394,-0.1379396067870482,0.1811836612930941,-0.8040165310472243,-0.0982987843998816,0.236067943163771,-1.0183673453609894,-0.1255165411229924,0.2665732661367372,-1.1592911586957553,-0.1302356919073886,0.2913228768921821,-1.2975498067590314,-0.134263426691123,0
0.0,0.0,0.0,-0.1758391803908522,-0.1512039907756706,-0.0694388691504653,-0.3343388993519094,-0.4673906112763461,-0.0948048020605792,-0.4568547148307932,-0.697962474513271,-0.1167834929327411,-0.5729571241233348,-0.808306059503699,-0.1385892368676589,-0.1809279773470466,-0.9536201004431168,-0.0318068514441586,-0.2480671468505407,-1.2942682697826302,-0.0753256162656581,-0.2845876192362175,-1.4999251553014672,-0.1171272147891795,-0.3088052987150898,-1.6921575614808162,-0.1508182414945925,-0.0453638036543613,-0.998109224384166,-0.0414741065876915,-0.0363877379492778,-1.400675916730823,-0.0642849820422398,-0.0218508233650977,-1.6591419217769738,-0.0925129207920917,-0.00759305332292,-1.877377044269421,-0.1167700787101536,0.078002316668605,-0.932294100995029,-0.0647639974952334,0.1151840478828871,-1.2531759809592544,-0.0973807551342385,0.1376123062688765,-1.4619859126809125,-0.1224749545083821,0.1510303902218835,-1.6538891776805484,-0.1426885790456125,0.1851109623312098,-0.7941535116692848,-0.0967751039899729,0.2399534527564852,-1.0067428352433403,-0.1255037532342223,0.2723726723927752,-1.1495543091634048,-0.131902578743839,0.2992686914628382,-1.2922451958591288,-0.1379813533715085,0
0.0,0.0,0.0,-0.1705050128044368,-0.1556992059421512,-0.0740654405219825,-0.3242540549144362,-0.4737944855614516,-0.1016618555318328,-0.4499879472401414,-0.7021267025122091,-0.1248199808282442,-0.5658941500565358,-0.8114956358433648,-0.1471755712605285,-0.1743613687035981,-0.9526314413146446,-0.0368905202045218,-0.2390494520592797,-1.2963890202011117,-0.0832133931417642,-0.2759488241730608,-1.504936069209675,-0.1268224413719499,-0.3004391715866026,-1.6985595584994813,-0.1606170999469713,-0.0401155697240636,-0.9982880953702208,-0.0425631261517664,-0.0286928606025279,-1.398440947500002,-0.0642506596946375,-0.0127890434588415,-1.6563276469768244,-0.0893548164401627,0.0011824232320025,-1.8713397089477968,-0.1107160371588417,0.0828667171814576,-0.9320184727974672,-0.0622598992111596,0.1204738100407776,-1.2480733180813584,-0.0905994460789656,0.1433485962875755,-1.4526762281413703,-0.1099527900237435,0.1562467667547994,-1.638533766096044,-0.1257628662648249,0.1898066919311836,-0.7933097803773282,-0.091593675371788,0.2438128459751726,-1.0073530191871172,-0.1137921750682924,0.2733880305366514,-1.145336979886881,-0.1142590340510284,0.2978480470610987,-1.2804407899698225,-0.1157299317212742,0
0.0,0.0,0.0,-0.1658774026889842,-0.157759536254931,-0.0808177267361441,-0.3193052717209632,-0.4762611130860925,-0.1113768658850426,-0.4456829887408964,-0.7044823340805138,-0.1359827582468356,-0.5601100561158454,-0.8200413604132709,-0.1594105207011617,-0.1686439119937706,-0.9537100375726962,-0.0461100678177776,-0.2309051202649069,-1.30267940398129,-0.0958804626007443,-0.2685151719200901,-1.5169949786458174,-0.1405563721263444,-0.2942769297776664,-1.7117938722604358,-0.1739562336065753,-0.0313889116086742,-0.9983117995553142,-0.0488701043241447,-0.0129548652814593,-1.4016254718210197,-0.0741222892372132,0.0014568380292874,-1.6652249437244404,-0.0995720430993878,0.0114387092177862,-1.8843271452642392,-0.1197642223700159,0.0922140754006202,-0.929909965797929,-0.0660306615634448,0.1313473754931531,-1.246651183244509,-0.0978424509153861,0.1534502744851844,-1.4526999113301975,-0.1159409896850014,0.1647435900426014,-1.6392985299643503,-0.129164619660982,0.1990845410038282,-0.7889226843607042,-0.0932100529443961,0.2581732015771956,-1.0020982405518817,-0.1172143427685914,0.2880798070874712,-1.1385422924831892,-0.1162309609797913,0.3106151796834611,-1.2716015896725192,-0.1153165081976601,0
0.0,0.0,0.0,-0.1613933280091384,-0.1645380538253746,-0.075614610666724,-0.3168046993814546,-0.484582277949737,-0.1046629928169516,-0.4443309103318398,-0.7055093319086051,-0.1286139376304103,-0.5598624103877331,-0.8130741130278956,-0.1522520339555323,-0.164701345377577,-0.9547376349793972,-0.0411826023832003,-0.2312756961807653,-1.292480786632482,-0.087583646851909,-0.266618692976075,-1.50661872964148,-0.1308928312446597,-0.2878583042744831,-1.7042335886614612,-0.1648519702310691,-0.0293809302886182,-0.998381713423064,-0.0486899911460465,-0.0113790792860902,-1.4013980966006632,-0.075603502670663,0.0060591110932164,-1.6718441959884298,-0.1045017464192585,0.0215193563544404,-1.9016291750371783,-0.1273853311094157,0.0909219553388008,-0.9276125502157287,-0.0699709717095677,0.1238625773037218,-1.2470280697832568,-0.1063168310716284,0.1477352247803251,-1.4518079070710823,-0.13071332883539,0.1619757559325637,-1.6402112698774678,-0.1482334857993484,0.1950124600583582,-0.7855598072903378,-0.1003086483358032,0.2515102142904697,-0.9967066917787872,-0.1298285087773206,0.2854437387191755,-1.1356941090041897,-0.1340623595719561,0.3123573304459296,-1.275585083512064,-0.1373496547130862,0
0.0,0.0,0.0,-0.1654395728827016,-0.1581663758323524,-0.0830201707761184,-0.3239430095764445,-0.4688799894384594,-0.117529002487307,-0.4508765359553731,-0.6951352495568793,-0.1454608370049198,-0.5656655101834538,-0.8099648588840036,-0.1731286749166685,-0.1797024926470433,-0.950193266880932,-0.0555700736546762,-0.2450383894461058,-1.2903563995280485,-0.1067454428419798,-0.2789327569404801,-1.508424334760461,-0.1525428588656943,-0.3009037178827861,-1.708235535185269,-0.1871929724214913,-0.0416644136242659,-0.9973083690795128,-0.0603331882242934,-0.0219146222392494,-1.4195531066523217,-0.0904108008343116,-0.0058456261205985,-1.7064865260517283,-0.1199935981433998,0.0080132091528543,-1.9489735655242113,-0.1434808776383929,0.0817280309961645,-0.9261823753987842,-0.0789767001679767,0.1194587727616096,-1.249502380911902,-0.1172984165131768,0.1400729099386355,-1.4563777342769395,-0.1419171143697158,0.1514696791313843,-1.6429645574089815,-0.1592570197551459,0.189787768065477,-0.7810691751968926,-0.107176877101971,0.248788474841518,-0.9976209841243472,-0.1365724959505987,0.2817998788690222,-1.1399678406811815,-0.1398315300532593,0.3080032039320441,-1.282206148098937,-0.1424000204297158,0
0.0,0.0,0.0,-0.1678057146041897,-0.1644467749603266,-0.0796597601449239,-0.3320417990461197,-0.4893464076058113,-0.1074798588840903,-0.4624884521434473,-0.7122874898686317,-0.1292162689045548,-0.5751638039978725,-0.8137133403543997,-0.1503288715237839,-0.173822745201985,-0.9527389723186231,-0.0462177058015819,-0.2403163499106062,-1.2910222559803168,-0.0940444736586946,-0.276573201326209,-1.506167345078612,-0.1367395046264183,-0.3025930767265065,-1.7000577567253492,-0.1681967997975371,-0.038250581079725,-0.9979953763945498,-0.0504194579717418,-0.0176360072548437,-1.425155266630556,-0.0759943001046368,-0.0025410406659341,-1.717842054586436,-0.1015356618189476,0.0094432943383414,-1.9576931094211656,-0.120936504881625,0.0841078163925963,-0.9266591187362688,-0.0689134438376117,0.1215101461438496,-1.2487747708249708,-0.104324455564297,0.1432574438592063,-1.4527578637354293,-0.1264840225569589,0.1557506650810959,-1.6324071301009508,-0.1401918524182123,0.1919703833018854,-0.7826943682402077,-0.0968748908900779,0.2517696802290532,-0.9980019150658104,-0.123027275288823,0.2844972636506715,-1.1386587436987083,-0.1240886893184982,0.3092452464042806,-1.2737338477186593,-0.1241556400651247,0
0.0,0.0,0.0,-0.1675625951348376,-0.1551136305560257,-0.0899553252275853,-0.3213628502952115,-0.4721448417417568,-0.1233700933969749,-0.4546767419983762,-0.6900295847263709,-0.1475849746053554,-0.5701343645782839,-0.7976803536543213,-0.1682873348980751,-0.1783983799938357,-0.9683085793571766,-0.0621717346703132,-0.2503851716518361,-1.3619151964453846,-0.1152914972966568,-0.2840264648356715,-1.6172993623977392,-0.1550152020603901,-0.2990999511773546,-1.8278014836059824,-0.1805153669355619,-0.0449060067997599,-0.997506224752802,-0.0544498129722434,-0.0250866004927974,-1.39293519199676,-0.0750297707460653,-0.0089070383996786,-1.6478413507625955,-0.0830760359830933,0.0029493230487397,-1.8478710983544857,-0.0862701242655497,0.0797326654606989,-0.9220631652940005,-0.0620904199121185,0.1148922454396532,-1.2377964450667902,-0.0851068600033944,0.1330352631491108,-1.440758081520752,-0.0804943334583684,0.1436147097383793,-1.6145855998894123,-0.0747728204886187,0.1867860547687579,-0.7806817032204424,-0.0817645463056913,0.2412315071777405,-0.993643636912032,-0.1006382027165266,0.2691250913322354,-1.1314889443979337,-0.0890464289332417,0.295249941425596,-1.264905132584515,-0.0758904045944389,0
